gid_0,bws_score,gtd_score,drr_score,sev_score,rfr_score,w_awr_def_tot_cat
SYR,5.0,0.653654,2.71012470628815,0.9845235678096378,4.03907303712,4.0
USA,0.0,1.301487,2.03544053366059,0.990981769569671,2.32009492085,0.0
MEX,2.5597712051812023,1.1108185,2.01750485283268,2.0756513411190176,3.75936527504,2.0
YEM,5.0,0.894347,3.44065145689398,1.198964826138464,1.55942554787,4.0
IDN,0.0,0.451874,2.41918322190651,0.3631939939971781,4.08200724438,2.0
ZAF,5.0,0.99297565,1.57166672964647,2.8634306262212355,1.32696361535,4.0
CAN,0.0,0.79255,0.245012239689969,2.13937894175932,3.98194379101,0.0
USA,3.636148656561352,1.301487,1.51558281727515,1.0348039759340737,3.17205630925,1.0
CHN,5.0,1.17797,2.96906277380896,0.4742827622786182,0.956694275901,4.0
TUN,5.0,1.5034,1.91362299054749,1.4585013336911274,0.118720708927,3.0
ZAF,4.258910215694902,1.096741,2.35271116772928,2.0152262478472176,1.11810710867,4.0
TUR,0.0,1.073919,2.55189430138066,1.0495118559618253,3.43064212434,1.0
YEM,5.0,1.02836635,3.44065145689398,1.198964826138464,1.55942554787,4.0
GEO,0.0,1.073919,2.35264875961796,1.1141224106250265,3.76291069556,2.0
USA,5.0,1.1116985,1.38496567144863,0.9176009113325766,0.39768238797,3.0
MEX,3.6393008389760073,1.319643,2.24866445584536,0.5800405026061197,3.08369076998,3.0
USA,3.989606399774879,1.301487,2.25994052633744,0.4761549673878832,0.170397498193,2.0
BWA,5.0,0.99297565,2.25833331431796,1.7171641527331978,0.517994766059,4.0
USA,2.1599318846534064,0.252047,2.73582246165281,1.0007756557458136,0.242317074157,1.0
AUS,0.0,0.3902679999999999,1.15529402053528,2.806272684708253,1.21317095967,0.0
AUS,3.648430850297909,1.314492,1.92646092873315,0.7565849426036222,3.09268639472,1.0
USA,2.8616945784299084,1.301487,2.24643342350749,0.5071878466611339,4.00253142521,2.0
ZAF,1.3065415451104538,1.03082595,2.61988195270512,0.620892621901368,0.77384684455,2.0
RUS,0.0,0.6512439999999999,1.47847486749187,0.8605850848139073,2.10917737275,1.0
USA,0.0,1.1400945,1.6964381103737,0.8987302662923546,2.7302562507,0.0
IRN,3.549387872610173,0.741159,2.77931718035232,2.308118375396744,1.40887591112,3.0
DZA,5.0,1.5034,1.80036746556119,0.3207031246516845,0.055419339693,3.0
USA,0.75842535965846,1.301487,1.73225978891952,1.1219985535557382,0.171169405309,0.0
CHN,5.0,1.1767235,2.96949201058411,0.8546230799752581,0.0253033865444,4.0
CHN,3.1808283991562245,1.691975,3.5095759600334,1.3546725756977835,2.22150112198,3.0
SOM,0.0,0.0,2.23803118969989,1.0784249465099305,3.97618175459,2.0
KAZ,0.0,1.194388,2.79263956715029,0.7464692685038297,1.45840232864,1.0
MEX,0.0,1.4542665,2.55824634407597,2.001355136577985,4.00470441938,1.0
TUR,0.0,1.073919,3.35455183284795,1.2292513006546233,4.03534008274,1.0
MNG,5.0,1.02402175,1.88262407336955,0.9948462869584472,4.02205811843,4.0
TUR,4.908913036965574,1.073919,3.05550165771924,1.3347141572560326,1.28646498242,3.0
IRN,1.0887709359901818,1.073919,3.3170899557993,2.299223190194584,2.59796664383,2.0
USA,2.506322141506516,1.301487,2.1348893192051,1.2524378883706784,0.1653338421,1.0
PER,0.0,0.613958,1.7668433980074,1.5783445950722732,2.37772019863,1.0
BOL,0.0,0.856269,1.54702876106763,0.9048693338605068,0.630732017157,1.0
IRN,5.0,1.39275,2.67729644964009,1.5071170719299447,0.945135864176,4.0
ZAF,3.8499996588498377,1.03082595,2.95148476848038,2.2251813878813578,1.57997463916,3.0
TUR,3.743581998127224,1.073919,3.26985077422089,1.2173392127484712,1.11696967816,2.0
SAU,5.0,1.0992285,2.19953552680172,1.2832783933600451,0.0109140932022,4.0
USA,0.0,1.301487,2.02953666627188,0.998386253497747,2.5317649142,0.0
AUS,5.0,0.0,1.01048651932765,2.0453004709783498,2.28617812575,2.0
KAZ,0.0,4.8586,2.70716993313345,2.278181426124892,1.00798826513,1.0
AUS,0.0,0.0,1.26925609282679,0.8844022426892044,0.950362633744,0.0
ZAF,5.0,1.738585,3.03419483987519,2.8630578577890704,4.01360187542,4.0
IND,0.0,2.51296,2.62108611506429,1.6960521941815436,4.01485026808,3.0
FRA,2.994842573071536,1.122238,2.4267519144898,1.8811870638007688,2.45345315927,1.0
SOM,0.0,0.4065229999999999,2.58597311583785,2.561772506858976,3.95922483344,2.0
AUS,0.0,1.1037075,1.96792347467522,2.057855011347923,2.08082797918,0.0
IND,0.0,2.51296,3.42721099622788,1.737725280949534,4.04833392651,3.0
AZE,1.6144237677843123,1.073919,3.58051924555949,1.039651333691398,3.54533133779,2.0
AZE,4.865910775714092,2.50003,3.13459832630336,1.5286030796461956,3.13593153206,4.0
AUS,0.0,0.0,0.430868886906321,2.6295362819846213,0.0,0.0
AUS,5.0,1.226302,1.64479535906471,0.3961201719579189,0.0,3.0
IRN,2.712202919061056,1.39275,3.55762945984518,1.633761051705274,4.02419723201,3.0
BOL,0.2890063435294699,0.9416316,1.80158901003296,1.790775116227167,4.02417228137,2.0
USA,3.1837945708028337,3.2979475000000003,1.80317288458357,2.192916033848181,1.99388457278,2.0
TUR,3.743581998127224,1.073919,3.26985077422089,1.2173392127484712,1.11696967816,2.0
MEX,4.375662883167505,1.2165925,2.11688801289632,1.2784295052122043,0.110124212135,3.0
SAU,5.0,1.5219200000000002,2.7174853674641,0.4609122357187448,1.89626617477,3.0
AFG,5.0,1.6043500000000002,3.34521931509137,2.963714886313177,3.15815134026,4.0
AUS,0.0,0.0,0.40646252292325,1.6630464156393474,0.0,0.0
USA,0.0,1.301487,2.02953666627188,0.998386253497747,2.5317649142,0.0
ARG,0.0,0.0,1.52306606231969,0.6466226714161422,0.675454878173,0.0
CHN,1.8219915194177343,2.67158,3.18335243439311,3.9624502949967138,2.45232435673,3.0
ZAF,5.0,0.8329880000000001,3.13327755335047,0.4283599552896849,3.10218205828,4.0
CAN,0.0,0.252047,1.36493676171121,1.125780302083244,3.08035548792,0.0
MEX,0.0,1.1108185,2.37743284570915,2.567865506597753,0.336776556933,1.0
PER,0.0,0.596076,1.89401577193687,1.7535526774311458,1.22607242617,1.0
TUR,0.0,1.073919,3.13757950208154,0.8863772187192867,3.73668112911,1.0
USA,1.3953321755478865,1.1116985,2.03459700613698,1.5174444330777757,2.15769170642,1.0
USA,0.0814961613385505,1.1400945,0.266081071326394,1.985624980771032,3.40531531957,0.0
ZAF,0.0,1.03082595,2.6232016358745,1.578764193094727,2.24662636698,2.0
IRN,0.9986144480703524,1.39275,3.22264841802081,2.1428413315089005,3.66601342719,2.0
CHN,3.569426738264144,2.67158,3.28176262011276,2.462998470289929,3.59442018935,4.0
SOM,5.0,0.4065229999999999,2.51600487195304,1.5726160305370698,0.800049048406,4.0
AUS,5.0,1.096588,1.71319469755029,0.1278861174056341,0.0,3.0
SOM,5.0,0.4065229999999999,2.63878009731693,1.1764707945252546,3.29258573932,4.0
CHN,1.897457847832689,1.53683,3.4924116051918,1.2619193118738452,1.09931508332,2.0
BEL,4.599050274905457,1.153746,2.88872757131233,2.068668601300856,1.10529125601,2.0
MEX,3.0484281124079904,1.1108185,2.167474287518,2.258835581449143,4.02530396469,2.0
IRN,1.0887709359901818,1.39275,3.3170899557993,2.299223190194584,2.59796664383,2.0
AUS,0.0,1.192551,1.97489636196547,1.9210878673684773,0.141724520348,0.0
NLD,0.587936950148668,1.153746,2.44281617883515,0.7087380209531675,0.337884503763,0.0
SOM,0.0,0.4065229999999999,2.06986047090988,1.0750541171111831,4.05154898206,2.0
ETH,0.0,0.4065229999999999,2.69873386742616,1.193606205809782,2.82074722905,2.0
AUS,0.0,0.0,0.407070322121301,2.5881706745929884,1.47806564583,0.0
MEX,2.6091601556670665,1.430522,2.98633332049837,2.17830280309107,1.06713129246,2.0
MEX,5.0,1.4542665,2.24315726970917,1.952400314191029,3.6110200137,4.0
IND,1.6810240019635176,2.51296,3.14856303070651,1.2624302483558838,4.01141679379,3.0
EGY,5.0,1.699495,3.42038599479217,2.251429547601282,4.00036888151,3.0
MEX,5.0,1.3874875,2.06953558592861,2.028570320067163,1.03184260701,4.0
MEX,0.7940988901939893,1.1108185,2.77082707378292,2.062050095528657,4.00798873149,1.0
USA,2.054043439310239,1.301487,1.77593724396011,1.7440595622204391,1.11965756415,1.0
AUS,0.0,1.221775,1.44099836973949,0.7943264464438746,3.89502887154,0.0
MEX,0.0,1.2165925,2.62658109810181,2.232153014750492,3.22682146805,1.0
TKM,2.503671406092112,1.39275,2.53819896262995,2.944115034337615,0.0,2.0
BGD,0.3750773484780123,2.51296,3.8222447519679,2.36648149671742,3.3871163143,3.0
SOM,0.0,0.4065229999999999,2.14268136748868,1.6346275682036695,4.65796178173,2.0
TUR,3.190786348874977,1.073919,2.6404578687622,0.9689921186541856,3.08823507342,2.0
CAN,0.0,0.79255,0.214371688728526,1.882942969493188,1.72944624415,0.0
USA,1.7947607534306684,1.59525,1.74786920837415,1.6603483002186497,0.538193227574,1.0
AFG,0.101551228162814,1.6043500000000002,3.01612861720663,2.667128612869729,1.39457076513,2.0
USA,0.0,0.79255,0.643575979677587,1.366558314148425,0.0,0.0
AUS,0.0,0.0,0.414207931781808,0.9733999290674838,1.70409199148,0.0
SOM,0.0,0.0,2.06986047090988,1.0750541171111831,4.05154898206,2.0
IRN,5.0,1.6043500000000002,2.7902619096945,0.6510428385666309,0.00870211513493,4.0
TUR,3.188322807047256,1.073919,2.85908056060319,1.084055828495046,1.59129966212,2.0
USA,1.3953321755478865,1.1116985,2.03459700613698,1.5174444330777757,2.15769170642,1.0
KAZ,0.0,1.212546,2.86136394153625,0.7518366277714867,4.10141477025,1.0
EGY,5.0,1.699495,3.12040004383565,0.1323715028938816,0.220953715592,4.0
SOM,0.2809222716068186,0.4065229999999999,2.29636850111551,1.8010787816854907,4.23326247339,2.0
USA,1.5813949136747325,1.301487,1.95887787451766,1.9133382889545545,0.0634312771405,1.0
ARG,0.0,0.119847,1.44069918486402,0.3183227863366924,1.10368091952,0.0
CAN,0.0,0.79255,0.234133355268609,2.2529705059517497,0.0,0.0
ARG,5.0,0.0,1.44534455578007,0.9307695605029632,1.03116563163,3.0
MEX,3.49848511076817,1.4542665,2.3826029897463,2.1056217747825934,2.68220242142,3.0
NLD,3.747638062082064,1.153746,2.69531312763172,1.3774207208636655,0.511722624991,1.0
KAZ,0.0,1.194388,2.79263956715029,0.7464692685038297,1.45840232864,1.0
USA,5.0,2.34031,1.84005103705629,0.6870710995856706,1.19711712433,3.0
CHN,5.0,1.00384427,2.8263107173001,0.2144105355759434,0.518548911211,4.0
USA,5.0,0.9574936,1.44667155152139,0.7216148507208762,1.72385250176,3.0
FRA,0.0,1.122238,2.86125212322593,1.2276675885259534,2.02058801483,0.0
USA,0.0,1.221162,1.96598175756123,0.5806060640991267,1.23465231878,0.0
USA,2.347786261981338,1.301487,1.92996984257049,0.560863439023104,0.229269319506,1.0
IRN,0.0,1.6043500000000002,2.75300813443923,1.0083596439282458,4.04283713738,1.0
MEX,5.0,1.3874875,2.07812583846862,0.8285846537699157,0.588571884767,4.0
MAR,1.98274719892945,1.5034,2.75969115455705,0.7364618134667749,0.269751131184,2.0
AUS,5.0,0.0,1.27402290612704,0.5800090507271382,0.0,2.0
MEX,5.0,1.2165925,2.8829532164615,1.6708745080429,0.68514205647,3.0
TUR,4.082764714960799,1.073919,3.00267835498943,1.8556832110039647,0.814937326765,3.0
IRN,1.9640400517418968,1.408893,3.49039953148692,1.815800129718532,4.08894169676,2.0
MEX,3.328648751844206,1.1108185,2.57780737803969,2.724384571259062,0.255116528901,2.0
IRN,5.0,1.192645,2.41847974029232,1.3022508509623458,0.272219465496,4.0
MEX,1.7404179715871853,1.1108185,2.56428775322761,2.00799684815188,1.16972471199,2.0
CHN,4.016276542487729,1.691975,3.38082231247408,1.9550188609986496,3.55184093901,3.0
CHN,2.173164446735225,1.691975,3.68047572253115,0.6462743862315723,3.02027951613,3.0
USA,0.0,1.301487,2.0330886375395,1.2180443458283892,0.11404684399,0.0
USA,5.0,1.1400945,1.6518295637684,2.7786686921403283,1.3374732613,3.0
USA,0.0,1.301487,1.88552953778447,0.6883362995239384,0.818971795251,0.0
ESP,3.353877878125569,1.3828825,2.80172444150252,1.0351728379464529,0.590788974174,1.0
VNM,1.696158820161212,2.165285,2.16758535578381,2.3271420860514445,3.79558809157,3.0
MEX,4.279826662239487,1.2165925,2.46601025681735,2.584866438254591,2.51614808739,3.0
IND,5.0,5.0,3.81011170953845,3.8796502033937648,1.91979534151,4.0
AZE,2.793956708946053,2.50003,2.99328520559723,1.994560092035824,4.0018109127,3.0
USA,0.0,1.301487,2.01145424256451,1.0236312477032723,0.879309438875,0.0
CHE,0.0,1.236648,2.06626803898559,0.2966927069328182,0.627128712287,0.0
TUR,3.527765113950339,1.073919,2.87066048169066,1.3867065770153637,2.12378038475,2.0
USA,5.0,1.0644485,1.92451904866381,1.7735426832180898,1.01366609926,3.0
DZA,3.1651772745811786,1.5034,2.60633482847033,0.4237142942988926,2.11488886374,2.0
USA,1.0018579039305444,1.301487,1.98634582549126,2.633484735204182,1.02131157585,1.0
MEX,5.0,1.1108185,2.15292773405203,1.7246345319066632,3.37665392895,4.0
BGD,3.123491844383117,2.51296,3.28001525659068,1.905891440163031,4.15073753294,4.0
TUN,3.3158910380419746,1.5034,2.40983672877255,0.444707819111411,2.62938650441,3.0
AUS,3.648430850297909,1.314492,1.92646092873315,0.7565849426036222,3.09268639472,1.0
CHN,5.0,1.0748445,2.8310898083746,1.2808852749371695,0.890808562707,4.0
DEU,2.890928189098802,1.153746,2.90225499675368,1.139285178391393,0.703884607339,1.0
USA,0.0,1.221162,1.71950755753373,0.7417998881249572,0.226281629084,0.0
CAN,0.0,1.3659885,0.269787886259017,0.9520569278510196,0.114444685015,0.0
TUR,0.0,1.073919,2.7208626184419,1.29773974184369,1.20507614883,1.0
IND,5.0,1.829075,4.40062064123129,3.936475407399021,4.00042568811,4.0
CAN,2.890460627501444,0.252047,1.93831226724886,1.132652977225434,0.518573366328,1.0
ZAF,5.0,1.03082595,1.55757517049386,1.836174339237142,0.295647234394,4.0
AUS,5.0,1.1120635,2.13567290851912,0.9268663852438715,1.64394363745,3.0
MEX,5.0,1.1108185,2.21027014650718,0.9453419465532152,3.07532127446,4.0
JOR,5.0,0.653654,3.17631668010644,2.628799760386852,0.232413781676,3.0
RUS,0.0,0.384333,0.429443500192301,2.4130467102063644,0.843684538659,1.0
USA,2.9096466438682214,1.301487,2.27095432333456,2.275975014015536,0.201092026178,1.0
USA,0.0,0.79255,0.644239524824121,1.5614097472950956,4.00079012822,0.0
MEX,5.0,1.3874875,2.13948833482251,0.9535064815351918,0.118888399144,4.0
USA,3.2197152744262185,1.1400945,1.70385775973018,1.8778878349260952,0.466737053856,1.0
AUS,5.0,0.3902679999999999,1.1432976970318,2.931868187023848,0.085985430596,2.0
MEX,5.0,1.806605,1.97660020156554,3.5856655611699604,4.02161950935,4.0
IRN,1.0887709359901818,1.073919,3.3170899557993,2.299223190194584,2.59796664383,2.0
IRQ,1.2052556007160014,0.653654,2.37770973381137,1.3435823719829998,4.00235303929,2.0
CHE,0.81313346312809,1.236648,2.1442281814427,0.5094559525001036,1.24656767196,0.0
SAU,5.0,2.432825,4.75675485449691,0.6619129563058335,2.10331237665,4.0
USA,1.2240793641404746,1.301487,2.21688745111101,0.981466834235942,0.0189530477367,1.0
AUS,0.0,1.1037075,1.99646755884854,1.3937106712225975,2.69549627078,0.0
USA,0.0,1.221162,1.94872540322412,0.600507459385545,2.19733711679,0.0
SOM,5.0,0.0,1.9664141586333,2.206752379438175,4.00374741592,4.0
AZE,3.3427954627646645,2.50003,3.08370433828062,1.3086082691569425,1.1021729002,3.0
MEX,5.0,1.319643,2.25530205306204,0.6423813882996464,4.02211990885,4.0
TUR,1.8091709500964464,1.073919,2.62904675012166,2.437141834922448,2.04862267155,1.0
SOM,2.4283968168650247,0.4065229999999999,2.56422413188259,1.6122843264032205,4.35593794926,3.0
AUT,0.0,1.236648,2.6057510355314,0.4270806290248052,0.970408497333,0.0
MEX,5.0,1.319643,2.5593353986089,2.2060384209046537,4.00421345049,4.0
IND,5.0,2.51296,3.83621542858803,2.0192497930398616,3.33640447694,4.0
MEX,3.1502057376645745,1.319643,2.87615461269205,1.6001392414010942,2.12474111494,2.0
USA,0.0,1.0644485,1.64123367514724,0.65413641887144,0.0,0.0
MEX,1.469258259413326,1.1108185,2.10012536516451,2.393443172880204,2.72722071955,2.0
USA,3.219781074276363,1.1400945,1.70496315833137,1.900726093089728,2.12236663359,2.0
CHN,0.0,0.6551629999999999,2.17328677515942,2.2923156402487552,2.06085438759,1.0
TUR,0.6242234327842171,1.073919,2.76549093925345,2.1347435781781186,3.14174053097,1.0
CHN,0.0,0.796098,2.18029244053424,1.405870770491746,3.16306918883,1.0
USA,5.0,3.2979475000000003,1.38499729359233,1.4786005263844555,2.04767926259,4.0
CAN,0.0,0.79255,0.202954672196618,1.0412328668046562,0.0,0.0
BWA,5.0,0.99297565,2.22755127546474,5.0,2.37889606682,4.0
AUS,5.0,0.0,0.425964098085888,1.7242743175978965,1.217534737,2.0
AUS,0.0,0.0,0.416149537920968,0.9126913360564366,2.27277290835,0.0
ARG,0.0,0.0,1.46301179461775,0.6416627696731759,2.94562389761,0.0
TUR,4.908913036965574,1.073919,3.05550165771924,1.3347141572560326,1.28646498242,3.0
IND,4.377074563935327,5.0,4.11788037295807,3.607009649613021,2.15205004971,4.0
TUN,5.0,1.5034,1.69864820489859,0.7607284377833633,1.2785207098,3.0
SOM,5.0,0.4065229999999999,2.31363634053874,0.5374080581955221,3.66643104607,4.0
USA,3.1367336770545875,1.301487,1.93178140851352,0.4294343153500951,0.123633451928,1.0
AUS,5.0,0.0,1.36383953132799,0.8868314384351756,1.63351679527,2.0
BOL,0.0,0.9416316,1.77574953847059,2.1369063158858603,2.8734689972,2.0
CHN,4.710317380218791,2.67158,3.49774620763643,2.672505032227902,2.56966574258,4.0
AZE,2.0000690425351912,1.073919,3.10404775915367,1.3089316566604057,3.10000489464,3.0
MEX,4.729885685663168,1.430522,2.7882463473439,1.7792143870590174,1.90689474922,3.0
BWA,5.0,0.99297565,3.03909307826774,1.2514862754087144,0.672301328734,4.0
TUR,4.861058558825882,1.073919,2.91039712186918,1.9762101343938163,1.84982161968,3.0
ARG,5.0,0.848563,1.49720782967408,0.3645276259806784,2.20903350097,3.0
CAN,0.0,0.79255,0.158652900668321,2.025610317129318,0.0,0.0
MEX,5.0,1.804135,2.05031160487088,2.3276756028277066,0.703305168668,4.0
AUS,5.0,0.0,0.441459824795879,2.199075704183466,0.0390217494322,2.0
USA,2.3191557048683062,1.61734,2.82792026637364,1.195028233219902,4.01108281282,2.0
KAZ,5.0,1.212546,3.06603889567726,0.6836373917971883,2.6379124287,4.0
AUS,3.5911011937339663,0.3902679999999999,0.464045675477001,2.8040209130862643,0.25273888131,1.0
CHN,3.898808872396967,1.691975,3.46962075746465,2.490279366152743,1.98720054306,4.0
YEM,4.065346684198932,1.02836635,3.2612344106075,1.0997253670624616,2.30259812272,4.0
PER,0.0,0.0,1.74842006436819,0.4677055283161584,3.1555609735,1.0
AUS,0.0,1.099015,2.08309646690089,0.5878527227644875,4.02566893409,0.0
CHN,0.0,1.04732415,2.7741294651154,1.8464023239391567,0.367304105355,1.0
BOL,0.0,0.9416316,2.04796572259108,1.6680434716318149,3.86415392964,2.0
CHN,4.517148324165852,2.67158,2.96620151745388,2.496319663907781,3.12784990131,4.0
DEU,0.587936950148668,1.153746,2.52682117491305,0.7087380209531675,0.0876456496524,0.0
NPL,1.5158804866644642,2.51296,2.83429963342336,2.886108953503578,4.01659611898,3.0
AUS,0.0,0.0,0.401465146308973,1.0518972163035325,1.72043395228,0.0
CAN,0.0,0.79255,0.176250487280681,2.188777157115072,3.68008499792,0.0
MEX,5.0,1.4542665,2.24315726970917,1.952400314191029,3.6110200137,4.0
USA,0.0,0.79255,0.589750432969842,1.5931271577007582,1.64359095334,0.0
CAN,0.0,0.79255,0.174164220681187,2.128214265846003,0.0,0.0
USA,0.535209258943252,1.301487,1.79195431030201,0.9275316945143242,0.0474382765318,0.0
TUR,3.188322807047256,1.073919,2.85908056060319,1.084055828495046,1.59129966212,2.0
NLD,0.587936950148668,1.153746,2.52682117491305,0.7087380209531675,0.0876456496524,0.0
SOM,0.0,0.4065229999999999,2.19269662489443,1.4555794026100346,4.19792647039,2.0
USA,2.607698890178047,2.07572,2.6529418668235,1.3706045193646874,1.64763173554,2.0
IRN,1.806237395056272,1.39275,2.77385278378863,1.8107733019139207,0.0,2.0
CHN,0.0,1.691975,3.45527415160547,0.4178719286583869,3.2391884772,2.0
IRN,5.0,1.39275,2.92577400126526,2.308405211924444,0.638994840011,4.0
DJI,0.0,0.4065229999999999,2.30781435264968,2.0681559933079456,4.01122543227,2.0
